,lats,longs,text,size,color
6139,53.375589,-2.775199,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6140,53.395998,-2.588880,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
6141,53.739570,-2.496038,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6142,53.813192,-3.050621,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6143,53.745723,-0.368032,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: over 34<br>Gender: Male,4,31
6144,53.745723,-0.368032,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: over 34<br>Gender: Male,4,31
6145,53.568073,-0.080734,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: Male,12,21
6146,53.557758,-0.627126,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6147,53.959893,-1.084422,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
6148,52.898261,-1.432229,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6149,52.635767,-1.135267,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
6150,52.672825,-0.740927,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6151,52.947319,-1.142698,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 10-17<br>Gender: Male,16,41
6152,52.163275,-2.514338,Reason: Firearms<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6153,52.720441,-2.429761,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6154,53.031148,-2.200365,Reason: Offensive weapons<br>Ethnicity: White - Irish<br>Age: over 34<br>Gender: Male,4,1
6155,51.376701,-2.375487,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6156,51.456685,-2.586995,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
6157,51.347719,-2.979043,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6158,51.500207,-2.547490,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
6159,50.712676,-1.899345,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6160,50.712715,-1.970856,Reason: Controlled drugs<br>Ethnicity: None<br>Age: 18-24<br>Gender: Male,12,21
6161,51.634258,-1.711427,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6162,52.591687,-0.246130,Reason: Controlled drugs<br>Ethnicity: White - Irish<br>Age: over 34<br>Gender: Male,4,1
6163,51.887340,-0.396862,Reason: Offensive weapons<br>Ethnicity: Mixed/Multiple ethnic groups - White and Black African<br>Age: 10-17<br>Gender: Male,16,21
6164,51.564374,0.647262,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6165,51.485900,0.287436,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
6166,51.358684,0.542799,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
6167,51.465674,-1.057767,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
6168,51.459100,-0.971711,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6169,51.480147,-0.507249,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Indian<br>Age: 25-34<br>Gender: Male,8,41
6170,51.443213,-0.535549,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
6171,51.475500,-0.863247,Reason: Controlled drugs<br>Ethnicity: None<br>Age: 18-24<br>Gender: Male,12,21
6172,52.159473,-0.703024,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6173,50.824437,-0.136946,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6174,50.803069,-1.074644,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6175,50.905766,-1.391004,Reason: Article for use in theft<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: over 34<br>Gender: Male,4,31
6176,50.647255,-1.167268,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Female,4,1
6177,54.872327,-1.600457,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6178,53.107437,-2.577535,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6179,53.007152,-2.702916,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6180,52.899553,-3.033214,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6181,51.351524,-1.995054,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6182,52.129853,-0.509535,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 10-17<br>Gender: Male,16,41
6183,51.925497,-0.655083,Reason: Offensive weapons<br>Ethnicity: None<br>Age: None<br>Gender: Female,12,21
6184,55.127532,-1.508463,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6185,51.811340,-0.804907,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: over 34<br>Gender: Male,4,31
6186,51.709501,-0.611709,Reason: Fireworks<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Female,12,11
6187,51.522427,-0.559733,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6188,51.629700,-0.745391,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
6189,52.207454,0.137514,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
6190,52.457485,0.303305,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6191,52.668257,0.169638,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6192,52.329860,-0.181423,Reason: Firearms<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
6193,52.077154,-0.056958,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6194,54.801996,-3.435811,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6195,54.134726,-3.235095,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6196,54.895962,-2.937852,Reason: Stolen goods<br>Ethnicity: White - Irish<br>Age: 10-17<br>Gender: Male,16,1
6197,54.395158,-3.275068,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
6198,54.664759,-2.759122,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
6199,54.380233,-2.852428,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
6200,53.093181,-1.382734,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
6201,53.223547,-1.308532,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6202,53.233771,-1.424221,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6203,53.138196,-1.555669,Reason: Offensive weapons<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6204,52.988918,-1.309722,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6205,53.255598,-1.915092,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6206,53.203075,-1.390199,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6207,52.768729,-1.546839,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6208,50.806267,-3.165065,Reason: Evidence of offences under the Act<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: None<br>Gender: Male,12,41
6209,50.729200,-3.543310,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
6210,51.195310,-3.993893,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6211,50.662569,-3.648351,Reason: Stolen goods<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: over 34<br>Gender: Male,4,41
6212,50.735000,-1.778524,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6213,50.866854,-1.864213,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
6214,50.731679,-2.761405,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Female,16,1
6215,50.609029,-2.455942,Reason: Stolen goods<br>Ethnicity: Mixed/Multiple ethnic groups - White and Black African<br>Age: 10-17<br>Gender: Female,16,21
6216,50.790449,0.308693,Reason: None<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: over 34<br>Gender: Male,4,31
6217,50.871685,0.554546,Reason: Stolen goods<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 25-34<br>Gender: Male,8,41
6218,50.877756,0.016883,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6219,50.917240,0.501835,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
6220,50.978224,0.093945,Reason: None<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
6221,51.590134,0.489827,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6222,51.797875,0.627794,Reason: Controlled drugs<br>Ethnicity: White - Irish<br>Age: 18-24<br>Gender: Male,12,1
6223,51.609036,0.264850,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6224,51.562928,0.583458,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Female,16,1
6225,51.736500,0.468652,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
6226,51.867133,0.904519,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6227,51.728162,0.313853,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
6228,51.750211,0.080201,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 25-34<br>Gender: Male,8,41
6229,51.731394,0.682026,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6230,51.592562,0.658316,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6231,51.788718,1.152215,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6232,52.008375,0.245443,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6233,51.896075,-2.074083,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6234,51.997217,-1.783748,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6235,51.928668,-2.409980,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6236,51.864211,-2.213517,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6237,51.728156,-2.200104,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6238,51.876522,-2.269327,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6239,51.278339,-1.080758,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6240,51.150251,-0.972227,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6241,50.970572,-1.353627,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6242,50.849967,-1.176805,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6243,50.794879,-1.150616,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
6244,51.337742,-0.819085,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6245,50.845326,-0.984906,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
6246,50.827548,-1.382267,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6247,51.292544,-0.757843,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
6248,51.206468,-1.451220,Reason: Anything to threaten or harm anyone<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
6249,50.879311,-1.251780,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6250,51.700082,-0.032779,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
6251,51.732646,-0.462945,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6252,51.645198,-0.363025,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6253,51.957177,-0.256941,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6254,51.619847,-0.443502,Reason: Firearms<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
6255,51.652500,-0.392106,Reason: Stolen goods<br>Ethnicity: Asian/Asian British - Indian<br>Age: 10-17<br>Gender: Male,16,41
6256,51.158712,0.891649,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Female,4,1
6257,51.280557,1.076174,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6258,51.451970,0.227977,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6259,51.151533,1.271399,Reason: Evidence of offences under the Act<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6260,51.443077,0.336425,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6261,51.275127,0.523140,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Female,8,1
6262,51.286094,0.178134,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
6263,51.409979,0.763406,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6264,51.346154,1.391337,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6265,51.193607,0.272212,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6266,51.139873,0.641040,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
6267,53.791095,-2.306676,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6268,53.643120,-2.639422,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6269,53.756970,-2.363334,Reason: Fireworks<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6270,54.048800,-2.807800,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Female,8,11
6271,53.912005,-2.191927,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6272,53.758838,-2.684438,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6273,53.701515,-2.279092,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6274,53.725234,-2.691789,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6275,53.531585,-2.818765,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6276,53.962700,-2.759976,Reason: Articles for use in criminal damage<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6277,52.626530,-1.209332,Reason: Article for use in theft<br>Ethnicity: Asian/Asian British - Indian<br>Age: 25-34<br>Gender: Male,8,41
6278,52.750940,-1.061162,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Indian<br>Age: over 34<br>Gender: Male,4,41
6279,52.466756,-1.204910,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6280,52.549843,-1.386267,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6281,52.753884,-0.896616,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6282,52.746105,-1.473479,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Female,16,1
6283,52.598462,-1.080798,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6284,52.981256,-0.033332,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6285,53.239841,-0.218665,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
6286,53.214597,-0.556906,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
6287,53.196053,-0.577962,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6288,52.817329,-0.167119,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
6289,52.935676,-0.636641,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Female,16,1
6290,53.275156,-0.408223,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6291,52.409498,0.748328,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
6292,52.793589,1.261950,Reason: Psychoactive substances<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6293,52.580216,1.710927,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6294,52.755544,0.393517,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6295,52.920194,1.308516,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6296,52.617451,1.282150,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6297,52.641300,1.293222,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6298,52.479847,-0.715108,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6299,52.268772,-1.029540,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
6300,52.316136,-0.590503,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6301,52.393236,-0.730440,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - White and Black Caribbean<br>Age: 18-24<br>Gender: Male,12,21
6302,52.265384,-0.816727,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - White and Black Caribbean<br>Age: 10-17<br>Gender: Male,16,21
6303,52.089960,-1.024592,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6304,52.325486,-0.683971,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
6305,53.910756,-1.987481,Reason: None<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: over 34<br>Gender: Male,4,41
6306,54.337340,-1.428050,Reason: None<br>Ethnicity: None<br>Age: None<br>Gender: Male,12,21
6307,54.017642,-1.466491,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6308,54.372419,-1.714828,Reason: Controlled drugs<br>Ethnicity: White - Irish<br>Age: 18-24<br>Gender: Male,12,1
6309,54.489166,-0.633636,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6310,53.782830,-1.073316,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6311,53.438084,-0.843567,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6312,53.082917,-0.799972,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6313,52.793953,-1.195326,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Indian<br>Age: 18-24<br>Gender: Male,12,41
6314,52.063827,-1.341719,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
6315,51.747798,-1.256484,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6316,51.600393,-1.247964,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6317,51.670140,-1.298881,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6318,51.827466,-1.400875,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6319,51.210269,-2.663466,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
6320,51.225156,-2.976941,Reason: Anything to threaten or harm anyone<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 10-17<br>Gender: Male,16,31
6321,50.973729,-2.671240,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6322,51.029399,-3.086330,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
